reviews.text,reviews.rating,sentiment,cleared_text
I have been using this for years! I love how it works!!!,5.0,positive,using year love work
I have used this for years and it's very soothing! Love it!,5.0,positive,used year soothing love
My wife becomes more gourgeois when she wears your lip balm.,5.0,positive,wife becomes gourgeois wear lip balm
Product works extremely well and heals chapped lips quickly.,5.0,positive,product work extremely well heals chapped lip quickly
I love carmax products always buy them over other chapsticks,5.0,positive,love carmax product always buy chapsticks
Best lip balm ever. Scotlands curlers buy Carmex all season.,5.0,positive,best lip balm ever scotland curler buy carmex season
I buy carmex every month and I love having moisturized lips!,5.0,positive,buy carmex every month love moisturized lip
I love the original but I should explore other flavors,5.0,positive,love original explore flavor
I've tried all other lip soothers but this is best,5.0,positive,ive tried lip soothers best
The best! Fits perfectly in my pocket! I love it!!,5.0,positive,best fit perfectly pocket love
I've been using this for years because it just works!,5.0,positive,ive using year work
Love! Love! Carmex products been a huge fan for years.,5.0,positive,love love carmex product huge fan year
i tried this for my dry lips lasr winter and it is great.,4.0,positive,tried dry lip lasr winter great
I love the carmex jar! I always use it! My kids do too,5.0,positive,love carmex jar always use kid
just bought a new little jar great and special to use it.,5.0,positive,bought new little jar great special use
Been using this for years! Hasn't changed still great!,5.0,positive,using year hasnt changed still great
"Like the taste, smells good, product works. Priced right.",5.0,positive,like taste smell good product work priced right
Weather changes so quickly in Washington! Use Carmex,5.0,positive,weather change quickly washington use carmex
This is my favorite lip balm. It is so moisturizing.,5.0,positive,favorite lip balm moisturizing
Great for dry lips and I even use it for my cuticles.,5.0,positive,great dry lip even use cuticle
"I can carry this in my pocket all the time, works great",5.0,positive,carry pocket time work great
I usually buy this one I think it's the best one there is,5.0,positive,usually buy one think best one
Carmex works every time I have chap lips! It is my go to.,5.0,positive,carmex work every time chap lip go
Great during winter and cold weather. Easy to apply.,5.0,positive,great winter cold weather easy apply
I love it in the can becaue you can put it on so easily.,5.0,positive,love becaue put easily
Love Carmex. It works like a champ for relieving all problems.,5.0,positive,love carmex work like champ relieving problem
"from chapped lips to cold sores, this stuff really works",5.0,positive,chapped lip cold sore stuff really work
"been using for years, so helpful. not too bulky or noticeable",5.0,positive,using year helpful bulky noticeable
KEEP IT IN MY DESK FOR WHEN MY LIPS NEED SOOTHING!,5.0,positive,keep desk lip need soothing
Use it daily. I've been using it since 1987 and love it.,5.0,positive,use daily ive using since love
My lips wouldn't be able to survive a winter without this!,5.0,positive,lip wouldnt able survive winter without
This product is amazing. My lips have never looked this good!,5.0,positive,product amazing lip never looked good
this works for me its so dry in reno. carmax goes on so smove,5.0,positive,work dry reno carmax go smove
Great when you are sitting by the pool in the sun anywhere,5.0,positive,great sitting pool sun anywhere
"Have used in the past, so far product is best overall.",5.0,positive,used past far product best overall
